OBJECTID,GEOID_20,Land Acres,Water Acres,Census Tract Number,Census Block Group,Census Tract and Block Group,Block Group Name,Census Tract Label,Council District,Comprehensive Plan Growth Area,Comprehensive Plan Area Name,ACS Vinatage,Total Population,Children under 5,Children under 18,Older Adults 65 and over,Median Age,Male,Female,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some Other Race alone,Not Hispanic or Latino Two or more races,Hispanic or Latino (of any race),People of Color,Total Households,Family Households (families),Nonfamily Households,Householder Living Alone,Less than a high school education,Bachelor degree or higher,Workers 16 years and over,Worked from home,Car truck or van - drove alone,Public Transportation (excluding taxicab),No Vehicles Available,Travel Time <15 Minutes,Travel Time 15-29 Minutes,Travel Time 30-44 Minutes,Travel Time 45-59 Minutes,Travel Time 60-89 Minutes,Travel Time 90+ Minutes,Total Housing Units,1-unit detached,Low Density Housing (1-unit att - 4 units),Medium Density Housing (5-49 units),High Density Housing (50+ units),Overcrowded Units (>1 occupants/room),No bedroom,1 bedroom,2 bedrooms,3 bedrooms,4 bedrooms,5 or more bedrooms,Population 18 years and Over,Population 18 years and Over with a Disability,Population Civilian Noninstitutionalized,Population without Health Insurance,Population 5 years and Over,Population Speaks a Language Other than English,Population Speaks English Less than Very Well,Households with Limited English,Spanish Limited English Speaking Households,Other Indo-European Languages Limited English Speaking Households,Asian and Pacific Island Languages Limited English Speaking Households,Other Languages Limited English Speaking Households,Owner Households,Renter Households,Gross Rent 30% or more of Household Income,Owner housing units with a mortgage where selected monthly onwer costs as a percentage of household income can be computed,Monthly Costs 30% or more of Household Income (owners with a mortgage),Population 25 years and Over,Household Population,Family Household Population,Owner Household Population,Renter Household Population,Meidan Gross Rent,Median Selected Monthly Owner Costs for Households with a Mortgage,Per Capita Income,Median Household Income,Median Earnings Males Worked full-time year-round,Median Earnings Females Worked full-time year-round,"Household Income $100,000 or more","Family Household Income $100,000 or more","Nonfamily Household Income $100,000 or more",Median Family Household Income,Median Nonfamily Household Income,Median Earnings All Workers,"Management, business, science, and arts occupations",Service occupations,Sales and office occupations,"Natural resources, construction, and maintenance occupations","Production, transportation, and material moving occupations",Households with People under 18 years,Households with People 65 years and over,Working Age Adults to 64 Years,Group Quarters Population,Population 16 years and over,Population 16 years and over not in labor force,Population 16 years and over in civilian labor force,Population 16 years and over in civilian labor force unemployed,Population for whom poverty status is determined,People with Income to Poverty Ratio Under .50,People with Income to Poverty .50 to .99,People with Income to Poverty 1.00 to 1.24,People with Income to Poverty 1.25 to 1.49,People with Income to Poverty 1.50 to 1.84,People with Income to Poverty 1.85 to 1.99,People with Income to Poverty 2.00 and over,Families for whom poverty status is determined,Families with income in the past 12 months below poverty level,Married-couple family with related children of the householder under 18 years below poverty,Married-couple family without related children of the householder under 18 years below poverty,Single parents with related children of the householder under 18 years below poverty,Other family below poverty,Population 20 to 64 years for whom poverty status is determined,Population 20 to 64 years below poverty,Population 20 to 64 years below poverty employed,Population 20 to 64 years employed,Neighborhood Subtype,Council District Type,Urban Center Village Type,"Earnings $50,000 or More Male Workers","Earnings $50,000 or More Female Workers",Population 16 years and over with earnings,Males 16 years and over with earnings,Females 16 years and over with earnings,Shape__Area,Shape__Length
168,530330002023,121.5869675,0,202,3,202.3,Block Group 3,2.02,5,0,Outside Villages,5Y23,1431,119,321,165,32.9,850,581,665,137,0,454,0,0,59,116,766,458,331,127,77,0,648,791,248,369,84,12,70,233,202,22,16,0,481,481,0,0,0,13,0,0,123,170,114,51,1110,87,1431,95,1312,513,201,22,0,0,22,0,369,89,37,263,58,985,1422,1149,1129,293,3107,3072,49863,138929,77083,100154,298,236,62,139617,-,66950,441,143,117,58,133,238,105,945,9,1171,279,892,0,1431,3,12,0,0,189,13,1214,331,0,0,0,0,0,891,0,0,824,Outside Villages,CD,UCUV,276,234,910,569,341,5295931.23806763,9545.9760026251
169,530330005002,214.00512154,0,500,2,500.2,Block Group 2,5,5,0,Outside Villages,5Y23,1538,115,414,229,43.5,749,789,1210,85,0,97,0,0,100,46,328,563,387,176,124,39,732,790,217,485,33,8,9,212,281,35,36,0,600,600,0,0,0,9,0,0,59,179,260,65,1124,38,1538,12,1423,200,51,6,0,0,6,0,482,81,49,326,114,1100,1532,1255,1194,338,2902,3465,84308,159821,174219,101518,401,312,89,235625,135114,94255,578,68,80,7,67,206,155,895,6,1222,415,807,7,1524,141,22,9,0,17,8,1327,387,17,9,8,0,0,887,104,17,738,Outside Villages,CD,UCUV,276,297,836,372,464,9321438.59396362,18578.2564809642
170,530330009002,119.15693317,456.90748771,900,2,900.2,Block Group 2,9,5,0,Outside Villages,5Y23,940,35,171,255,51,496,444,579,36,0,203,0,49,38,35,361,388,274,114,91,4,605,400,120,192,34,9,33,128,79,23,0,17,431,418,13,0,0,0,0,26,42,186,98,36,769,88,940,23,905,221,65,6,0,0,6,0,323,65,32,191,69,726,940,780,804,136,1875,4001,99093,157917,174167,129107,300,225,63,200833,109000,97404,315,18,52,0,24,87,154,514,0,780,336,444,35,929,8,24,0,5,0,27,865,274,7,7,0,0,0,514,22,0,374,Outside Villages,CD,UCUV,219,98,515,261,254,4410193.66110229,19967.0351023979
171,530330017024,108.41550934,0,1702,4,1702.4,Block Group 4,17.02,5,0,Outside Villages,5Y23,1445,13,211,262,37.9,861,584,713,0,18,284,0,0,185,245,732,654,357,297,174,102,867,837,223,243,242,167,130,176,173,0,135,0,674,367,39,103,165,25,63,109,123,235,100,24,1234,190,1445,19,1432,371,157,26,16,0,10,0,328,326,192,255,67,1234,1445,946,811,634,-,3725,75165,104773,-,117321,357,202,155,122545,104306,0,613,57,116,41,10,142,188,972,0,1251,398,853,16,1426,16,131,0,0,0,0,1279,357,20,20,0,0,0,972,82,0,799,Outside Villages,CD,UCUV,389,237,873,513,360,4722254.7739563,10040.3118060716
172,530330022002,140.31681411,0,2200,2,2200.2,Block Group 2,22,4,0,Outside Villages,5Y23,1498,102,381,206,38.7,800,698,834,39,0,245,0,22,145,213,664,565,521,44,16,29,881,758,253,354,97,60,55,239,107,62,42,0,618,583,0,35,0,15,15,35,72,167,231,45,1113,50,1494,0,1396,221,86,35,0,0,35,0,455,110,0,272,66,1083,1494,1422,1293,201,3500+,3376,84710,189986,154083,-,500,491,9,204583,-,82031,671,34,39,15,25,190,160,911,4,1117,239,878,94,1481,0,0,0,0,33,19,1429,521,0,0,0,0,0,892,0,0,660,Outside Villages,CD,UCUV,451,173,934,511,423,6111784.56704712,10785.4959684165
173,530330029001,89.13980694,0,2900,1,2900.1,Block Group 1,29,6,102,Greenwood-Phinney Ridge,5Y23,1355,50,173,111,39.9,646,709,1055,77,0,80,0,0,138,5,300,745,316,429,328,11,815,909,353,335,93,173,176,162,150,60,8,0,781,422,68,163,128,0,127,217,107,203,82,9,1171,59,1344,42,1305,174,17,0,0,0,0,0,373,372,139,317,103,1134,1342,794,847,495,1807,3383,95512,100907,102108,-,391,236,155,246786,75960,88333,713,86,83,0,16,99,87,1071,13,1182,251,920,22,1355,60,31,55,16,0,0,1193,316,0,0,0,0,0,1071,71,44,865,Residential Urban Village,CD,UCUV,357,340,1010,514,496,3882675.55731201,8502.35050227617
174,530330033013,58.28474636,0,3301,3,3301.3,Block Group 3,33.01,6,303,Ballard,5Y23,1477,41,263,11,30.4,774,703,1030,0,0,47,73,0,186,141,447,736,220,516,190,0,908,1134,291,525,214,39,155,214,365,23,86,0,772,218,174,330,50,37,59,275,176,216,10,0,1214,166,1477,15,1436,203,43,36,0,0,36,0,226,510,89,136,65,1168,1477,633,546,931,1900,3266,76919,117083,91079,92250,530,102,428,96759,162500,85321,688,244,175,0,27,135,6,1203,0,1214,80,1134,0,1477,0,92,0,0,0,12,1373,220,15,0,0,15,0,1203,15,15,1128,Hub Urban Village,CD,UCUV,484,454,1161,587,574,2538733.60171509,7143.8985566145
175,530330039001,140.61383477,0,3900,1,3900.1,Block Group 1,39,4,0,Outside Villages,5Y23,2203,98,617,131,31.8,1082,1121,1368,42,0,473,0,0,153,167,835,748,527,221,95,28,1238,1322,354,556,233,54,155,310,389,74,40,0,748,654,15,79,0,8,9,31,104,334,222,48,1586,147,2203,27,2105,562,48,15,0,0,15,0,535,213,66,404,42,1340,2203,1726,1671,532,2953,3761,87710,235000,133942,131313,648,508,140,250000+,131188,87981,1012,141,160,0,33,331,114,1455,0,1748,382,1366,20,2203,24,28,0,9,43,8,2091,527,0,0,0,0,0,1438,44,9,1261,Outside Villages,CD,UCUV,596,538,1598,765,833,6124767.7958374,10583.1137085984
176,530330042013,94.98038974,0,4201,3,4201.3,Block Group 3,42.01,4,0,Outside Villages,5Y23,1194,101,314,177,43.7,520,674,964,0,0,52,0,25,153,0,230,460,330,130,130,0,652,625,108,314,34,0,205,178,77,42,15,0,469,407,10,38,0,0,0,29,64,173,140,54,880,67,1194,22,1093,61,17,0,0,0,0,0,421,39,13,278,67,843,1194,1064,1125,69,-,4001,95038,212059,190375,129922,399,313,86,250000+,128281,130208,519,42,71,0,36,220,126,703,0,912,234,678,10,1194,0,0,0,0,0,0,1194,330,0,0,0,0,0,685,0,0,610,Outside Villages,CD,UCUV,284,230,678,305,373,4137070.131073,9098.10008419791
177,530330046003,53.84253292,0,4600,3,4600.3,Block Group 3,46,6,0,Outside Villages,5Y23,938,57,163,80,32.7,456,482,785,0,0,62,0,0,83,8,153,426,194,232,119,0,551,612,179,247,118,47,66,224,93,39,0,11,492,262,0,230,0,11,11,187,34,71,92,31,775,6,938,0,881,169,30,21,0,11,10,0,201,225,107,152,16,685,938,546,525,413,2057,3458,86757,106250,80417,88854,232,159,73,250000+,86696,66875,491,9,43,10,59,100,69,695,0,796,161,635,23,938,29,15,0,11,10,0,873,194,8,0,0,8,0,695,37,17,575,Outside Villages,CD,UCUV,240,182,665,340,325,2345246.58322144,6550.30996882291
178,530330061004,38.09425984,34.51394997,6100,4,6100.4,Block Group 4,61,3,107,Eastlake,5Y23,1021,37,90,55,32,496,525,804,56,0,93,0,0,68,0,217,580,247,333,252,0,751,769,270,172,209,103,100,200,72,39,88,0,637,18,98,294,227,36,196,230,119,18,0,17,931,157,1021,0,984,106,0,0,0,0,0,0,163,417,131,109,17,895,1021,604,397,624,1876,3014,88734,130897,103456,100833,361,166,195,143015,108750,66333,576,36,125,0,50,34,36,876,0,931,87,844,57,1021,0,158,35,36,28,18,746,247,34,17,0,17,0,876,68,35,768,Residential Urban Village,CD,UCUV,280,260,844,442,402,1587498.65197754,7853.90328016977
179,530330064001,74.30730641,0,6400,1,6400.1,Block Group 1,64,3,0,Outside Villages,5Y23,1326,89,237,181,37.3,685,641,873,193,0,57,0,0,152,51,453,552,354,198,156,0,827,729,220,316,69,78,15,378,31,21,48,16,559,452,107,0,0,0,0,24,120,228,125,55,1089,50,1326,11,1237,40,10,0,0,0,0,0,470,82,57,326,81,1016,1326,1081,1178,148,2458,3386,112835,189444,148631,-,378,319,59,250000+,50313,96250,607,18,82,0,50,157,154,908,0,1097,293,804,47,1326,11,54,0,0,64,0,1197,354,0,0,0,0,0,870,11,0,721,Outside Villages,CD,UCUV,348,289,804,436,368,3236676.73919678,8167.59021992245
180,530330065001,176.8891519,0,6500,1,6500.1,Block Group 1,65,3,0,Outside Villages,5Y23,1409,87,215,197,39.3,758,651,1140,0,0,116,0,0,143,10,269,703,379,324,284,11,974,862,293,282,51,94,116,274,114,49,16,0,806,341,246,136,83,0,107,107,113,210,123,43,1194,93,1409,0,1322,212,7,0,0,0,0,0,428,275,83,267,104,1194,1409,1029,992,417,1456,4001,164421,235066,193611,113229,543,362,181,250000+,-,113542,660,0,159,43,0,114,144,997,0,1194,317,877,15,1409,42,0,0,0,22,11,1334,379,17,0,17,0,0,997,35,0,853,Outside Villages,CD,UCUV,434,254,876,486,390,7704914.86883545,13019.9121004328
181,530330067033,38.23140333,0,6703,3,6703.3,Block Group 3,67.03,7,0,Outside Villages,5Y23,1169,32,65,244,46.2,514,655,829,0,0,221,0,0,22,97,340,785,225,560,464,0,760,689,451,145,36,104,29,151,27,22,9,0,810,170,51,563,26,0,42,320,269,51,103,0,1104,186,1169,0,1137,145,0,0,0,0,0,0,420,365,107,252,131,1064,1169,516,599,570,2265,-,154915,145417,156389,111350,487,217,270,230625,99138,108000,513,0,109,34,33,65,173,860,0,1137,440,697,8,1169,29,0,0,0,0,0,1140,225,0,0,0,0,0,860,29,29,663,Outside Villages,CD,UCUV,307,347,826,379,447,1665279.52081299,6420.62348974307
182,530330053031,96.03355288,47.72766314,5303,1,5303.1,Block Group 1,53.03,4,401,University District,5Y23,1472,0,4,0,20.5,668,804,509,88,2,557,10,0,178,128,963,51,19,32,16,7,104,550,54,68,42,10,270,155,49,11,11,0,51,6,9,14,22,4,16,10,5,16,4,0,111,17,1472,75,1472,619,249,0,0,0,0,0,0,51,36,0,0,134,115,43,0,115,1604,-,9910,38625,-,-,11,5,6,80250,-,5685,214,151,197,0,35,5,0,1468,1357,1468,802,666,69,115,37,0,10,0,22,0,46,19,0,0,0,0,0,111,37,11,75,Urban Center,CD,UCUV,17,5,1046,480,566,4220168.16351318,11884.8748714517
183,530330067012,33.83391596,13.33776008,6701,2,6701.2,Block Group 2,67.01,7,312,South Lake Union,5Y23,1390,34,84,0,28,842,548,428,0,0,852,0,0,21,89,962,943,156,787,593,0,1218,1213,750,151,57,475,125,245,55,38,0,0,1089,0,0,0,1089,84,123,645,175,0,0,0,1306,39,1390,31,1356,842,139,62,0,0,62,0,0,943,231,0,0,1218,1390,397,0,1390,2535,-,128216,173438,188163,118372,750,156,594,250000+,159034,152344,1125,0,88,0,0,76,0,1306,0,1306,93,1213,0,1390,12,0,0,154,49,0,1175,156,0,0,0,0,0,1306,12,0,1213,Urban Center,CD,UCUV,729,166,1250,781,469,1224349.69335938,7198.82566640873
184,530330001023,40.62585447,0,102,3,102.3,Block Group 3,1.02,5,201,Lake City,5Y23,1560,85,195,477,34.9,959,601,905,255,0,169,0,0,41,190,655,1042,185,857,748,144,582,848,52,414,331,410,210,307,178,101,0,0,1179,0,30,155,994,91,188,611,161,82,0,0,1365,208,1560,184,1475,415,189,89,63,0,26,0,30,1012,581,30,12,1365,1560,576,73,1487,1375,-,38981,37448,71856,-,135,79,56,-,32304,39654,395,169,177,33,74,104,477,888,0,1365,517,848,0,1560,0,387,22,58,52,0,1041,185,40,40,0,0,0,888,159,53,782,Hub Urban Village,CD,UCUV,275,48,874,571,303,1769537.2069397,5281.80056447968
185,530330017011,80.00432098,0,1701,1,1701.1,Block Group 1,17.01,5,102,Greenwood-Phinney Ridge,5Y23,1525,0,0,114,34,818,707,841,62,0,260,0,38,78,246,684,826,310,516,306,147,850,1272,457,419,294,48,58,308,366,34,49,0,955,229,41,464,221,19,117,321,262,68,58,0,1506,162,1506,249,1525,484,252,42,13,29,0,0,272,554,150,186,12,1425,1525,775,479,1046,2069,2463,74802,121974,87212,73292,490,165,298,114583,120658,70107,678,262,176,12,152,0,86,1411,0,1525,173,1333,53,1525,17,0,43,0,144,0,1321,310,0,0,0,0,0,1398,17,0,1240,Residential Urban Village,CD,UCUV,436,487,1327,721,606,3484754.2562561,9238.22851883894
186,530330017023,72.72855013,0,1702,3,1702.3,Block Group 3,17.02,5,0,Outside Villages,5Y23,1301,84,166,278,39.1,669,632,999,40,0,153,0,0,66,43,302,478,300,178,107,59,570,717,155,449,69,0,14,354,141,43,10,0,561,307,89,15,150,15,15,67,114,233,40,9,1003,117,1169,78,1217,224,142,34,0,13,21,0,340,138,69,252,59,985,1141,894,930,211,2177,2808,66218,118182,95400,132604,266,181,71,175000,66346,0,441,116,67,46,47,155,149,857,160,1163,419,744,27,1169,68,0,28,21,25,0,1027,300,0,0,0,0,0,823,68,13,646,Outside Villages,CD,UCUV,191,191,780,434,346,3167874.40863037,7945.95675807808
187,530330022004,243.19963395,0,2200,4,2200.4,Block Group 4,22,4,0,Outside Villages,5Y23,1098,76,201,378,60.6,504,594,740,0,0,290,0,0,0,68,358,462,353,109,109,0,781,477,151,225,14,0,66,198,46,0,16,0,521,451,0,16,54,0,0,0,91,141,190,40,897,53,1098,14,1022,297,112,37,0,0,37,0,392,70,70,207,56,883,1098,989,983,115,3230,4001,93160,139423,222833,-,328,291,37,191696,-,0,386,0,91,0,0,111,224,519,0,911,434,477,0,1098,31,110,0,0,0,0,957,353,52,0,52,0,0,519,68,37,446,Outside Villages,CD,UCUV,199,84,525,272,253,10593093.4253845,13684.7056105171
188,530330030003,96.56161708,0,3000,3,3000.3,Block Group 3,30,6,0,Outside Villages,5Y23,1789,86,275,216,34,725,1064,1444,21,0,202,0,0,95,27,345,966,313,653,425,0,1067,1108,416,528,46,0,125,80,456,18,13,0,971,530,74,109,258,0,180,187,178,228,176,17,1514,146,1789,0,1703,148,39,0,0,0,0,0,496,470,70,361,96,1450,1789,862,1051,738,2260,3172,116832,133333,124500,107708,627,244,383,202760,122846,106833,861,83,161,14,18,189,191,1298,0,1514,363,1151,14,1766,22,88,0,0,119,0,1537,313,0,0,0,0,0,1298,110,22,1118,Outside Villages,CD,UCUV,405,596,1208,518,690,4205961.90835571,8505.67075489371
189,530330031004,95.079479,0,3100,4,3100.4,Block Group 4,31,6,0,Outside Villages,5Y23,1149,92,368,153,42.4,533,616,865,1,0,65,0,0,187,31,284,375,341,34,34,3,617,576,211,297,48,0,102,140,101,9,13,0,390,382,0,8,0,0,0,0,51,189,135,0,771,40,1139,2,1057,18,5,0,0,0,0,0,375,0,0,280,49,747,1137,1103,1137,0,-,4001,84830,250000+,145987,215804,308,293,15,250000+,-,144306,326,43,175,32,0,183,98,628,12,804,228,576,0,1139,0,2,19,0,0,0,1118,341,0,0,0,0,0,627,2,2,536,Outside Villages,CD,UCUV,277,228,620,323,297,4141391.25488281,9185.6209784823
190,530330041013,118.41067492,0,4101,3,4101.3,Block Group 3,41.01,4,0,Outside Villages,5Y23,1025,117,273,177,35.4,514,511,727,0,0,141,0,0,83,74,298,366,277,89,63,0,530,417,168,154,34,0,22,128,54,25,20,0,414,313,63,26,12,0,0,44,9,132,123,58,723,58,1025,0,908,208,34,12,0,0,12,0,272,94,44,148,38,638,996,855,715,281,2121,4001,97912,163611,205000,131818,267,218,42,199018,96806,88250,258,23,52,55,29,157,113,575,29,804,338,466,49,996,9,114,17,47,56,0,753,277,18,18,0,0,0,515,53,10,383,Outside Villages,CD,UCUV,165,137,548,265,283,5157703.25003052,12331.3617039517
191,530330033023,47.34687375,0,3302,3,3302.3,Block Group 3,33.02,6,303,Ballard,5Y23,1164,41,149,109,33.5,578,586,839,0,0,174,0,0,84,67,325,626,305,321,219,0,839,872,335,370,97,41,57,221,176,24,59,0,626,178,263,185,0,0,38,85,236,234,22,11,1015,65,1164,27,1123,166,0,0,0,0,0,0,269,357,136,201,8,966,1164,728,552,612,2329,3093,91088,131125,135240,120083,450,275,175,247054,101250,96509,717,58,61,11,43,104,75,906,0,1024,115,909,19,1164,71,34,4,11,21,0,1023,305,19,0,0,19,0,906,53,34,849,Hub Urban Village,CD,UCUV,373,325,903,430,473,2062292.14538574,6616.52204364082
192,530330035003,148.45424143,0,3500,3,3500.3,Block Group 3,35,6,0,Outside Villages,5Y23,1067,36,154,375,50.6,473,594,906,17,7,48,0,0,47,42,161,478,234,244,211,23,639,487,180,240,24,16,61,173,65,8,0,0,549,267,61,122,99,14,99,40,88,211,34,6,830,165,984,6,1031,73,32,16,0,0,16,0,293,185,138,167,14,854,967,690,626,341,1750,3635,86675,112813,168929,88185,255,186,61,216333,55556,70484,291,85,67,9,35,87,215,538,100,931,427,504,17,984,72,9,26,75,20,8,774,234,19,0,0,19,0,496,30,3,393,Outside Villages,CD,UCUV,216,154,522,295,227,6466244.81384277,10862.7192587523
193,530330036011,60.73306648,0,3601,1,3601.1,Block Group 1,36.01,4,0,Outside Villages,5Y23,1099,24,131,41,41.9,585,514,862,61,18,95,0,0,43,20,237,459,233,226,87,18,570,713,191,283,130,74,105,211,122,23,61,0,639,371,63,78,127,0,46,95,85,91,111,31,968,231,1099,121,1075,49,0,0,0,0,0,0,144,315,110,144,19,937,1099,618,515,584,2114,3248,68194,129637,116553,58353,275,168,107,146964,-,58981,477,67,77,0,92,95,16,927,0,994,260,734,21,1099,125,0,0,0,96,0,878,233,23,0,0,23,0,927,101,0,697,Outside Villages,CD,UCUV,260,179,782,385,397,2645329.47421265,6765.01245989629
194,530330052023,20.2537455,0,5202,3,5202.3,Block Group 3,52.02,4,401,University District,5Y23,677,0,0,15,31.2,316,361,466,0,0,190,0,0,0,21,211,422,65,357,226,0,216,530,21,56,266,157,20,389,28,0,72,0,782,0,157,625,0,8,95,213,94,0,20,0,677,24,677,27,677,136,26,21,21,0,0,0,37,385,208,0,0,458,677,128,74,603,1607,-,40342,49348,42039,48156,45,45,0,177804,49008,40912,317,28,108,0,77,0,15,662,0,677,100,577,47,677,139,26,0,20,0,0,492,65,0,0,0,0,0,662,165,63,515,Urban Center,CD,UCUV,66,37,619,268,351,882199.862976074,4657.75372599006
195,530330040001,552.89236083,798.70587551,4000,1,4000.1,Block Group 1,40,4,0,Outside Villages,5Y23,1953,55,445,292,39.5,955,998,1417,83,1,263,0,59,84,46,536,999,410,589,460,28,1026,935,272,433,88,83,123,256,251,18,15,0,1094,256,50,458,301,32,114,330,297,84,154,20,1508,223,1943,78,1898,241,14,10,0,0,10,0,565,434,232,393,59,1377,1882,1162,1177,705,1554,4001,90953,90733,137212,85962,452,297,155,214194,63482,79962,738,60,131,0,13,280,216,1216,71,1588,613,975,33,1943,252,184,37,0,35,16,1419,410,58,0,10,44,4,1206,271,66,887,Outside Villages,CD,UCUV,342,382,1075,457,618,22697003.7554932,23237.7330856312
196,530330041021,144.6970041,500.94413777,4102,1,4102.1,Block Group 1,41.02,4,0,Outside Villages,5Y23,840,9,184,115,36.4,343,497,649,10,0,94,0,0,53,34,191,420,253,167,127,0,592,572,200,248,81,46,38,207,97,23,7,0,467,201,19,214,33,0,23,162,51,4,143,37,656,36,840,0,831,113,22,0,0,0,0,0,165,255,138,113,40,617,840,624,425,415,2137,4001,154148,205688,149125,106607,270,234,36,249479,74191,100000,461,50,51,0,10,140,63,541,0,656,84,572,0,831,0,9,0,0,0,12,810,253,0,0,0,0,0,533,9,0,481,Outside Villages,CD,UCUV,191,287,580,229,351,6053905.05819702,15514.3758826774
197,530330042023,91.30247324,0,4202,3,4202.3,Block Group 3,42.02,4,0,Outside Villages,5Y23,1662,118,338,209,36,800,862,1363,18,0,69,0,0,198,14,299,598,442,156,51,0,1167,1053,333,411,59,0,201,295,186,12,26,0,609,596,13,0,0,0,0,9,225,150,148,66,1324,70,1662,2,1544,55,0,0,0,0,0,0,484,114,0,347,110,1277,1653,1373,1402,251,3062,4001,109666,250000+,148158,107604,538,393,138,250000+,226205,96719,775,77,110,97,31,171,130,1115,9,1339,226,1113,23,1651,5,18,0,2,0,0,1626,442,0,0,0,0,0,1115,5,0,1021,Outside Villages,CD,UCUV,413,345,1129,575,554,3976887.88674927,8344.68536836256
198,530330058042,54.4753698,0,5804,2,5804.2,Block Group 2,58.04,7,0,Outside Villages,5Y23,1297,45,70,177,36.2,577,720,941,26,0,116,0,0,101,113,356,818,149,669,500,15,640,968,257,506,150,149,186,214,177,27,98,9,933,67,150,642,74,0,167,246,323,59,23,0,1206,252,1276,87,1252,133,44,19,0,0,19,0,222,596,180,160,81,1154,1233,371,339,894,1832,1722,74777,90865,104926,66094,375,108,267,170268,65031,64018,580,200,134,11,58,44,129,1050,64,1239,178,1061,78,1276,12,74,115,54,0,19,1002,149,9,0,9,0,0,1050,74,18,898,Outside Villages,CD,UCUV,304,290,1013,418,595,2372801.68804932,10811.7148723717
199,530330053052,20.60364672,0,5305,2,5305.2,Block Group 2,53.05,4,401,University District,5Y23,1014,0,0,33,22.5,455,559,353,183,0,289,0,0,88,101,661,514,11,503,308,0,204,728,117,241,168,294,136,230,78,56,0,111,771,44,0,458,269,32,277,30,123,28,56,0,888,153,1014,72,1014,606,37,21,0,0,21,0,11,503,360,11,0,261,888,22,22,866,1779,-,21626,34395,-,42279,28,11,17,-,34173,13500,219,202,264,33,21,0,33,981,126,1014,252,762,23,888,202,288,34,104,48,0,212,11,0,0,0,0,0,855,490,352,657,Urban Center,CD,UCUV,69,28,820,318,502,897439.32800293,4323.59080945587
200,530330053072,8.53007777,0,5307,2,5307.2,Block Group 2,53.07,4,401,University District,5Y23,674,0,2,46,19.9,245,429,326,16,3,198,0,0,54,77,348,67,0,67,22,0,22,275,54,78,26,0,96,113,12,0,0,0,67,0,22,45,0,0,0,22,45,0,0,0,174,46,674,10,674,230,61,0,0,0,0,0,0,67,67,0,0,77,128,0,0,128,-,-,13302,-,-,-,0,0,0,-,-,4219,52,124,37,3,72,0,0,626,546,674,321,353,65,174,67,23,0,0,0,0,84,0,0,0,0,0,0,83,22,22,83,Urban Center,CD,UCUV,0,3,527,190,337,371544.201446533,3197.14028362305
201,530330053073,13.65652602,0,5307,3,5307.3,Block Group 3,53.07,4,401,University District,5Y23,1899,0,0,26,20.7,880,1019,1007,99,3,261,13,50,368,98,892,360,8,352,153,9,84,1115,54,279,121,88,592,341,65,16,47,0,360,9,0,342,9,0,144,0,0,119,44,53,1160,27,1899,65,1899,373,86,8,0,0,8,0,8,352,224,0,0,183,1160,109,109,1051,1077,-,16082,40742,-,24370,44,8,36,-,40677,12382,255,417,309,19,152,0,8,1873,739,1899,679,1220,68,1160,433,134,179,160,143,0,111,8,0,0,0,0,0,1117,550,248,806,Urban Center,CD,UCUV,73,33,1451,550,901,594833.902526855,3533.57833594074
202,530330072031,73.44466152,0,7203,1,7203.1,Block Group 1,72.03,7,312,South Lake Union,5Y23,1262,74,74,34,26.7,711,551,350,134,59,643,0,0,60,16,912,1003,100,903,769,0,683,1002,409,220,154,550,148,167,261,0,0,17,1109,0,85,93,931,71,366,522,101,0,0,14,1188,57,1262,187,1188,525,161,119,0,0,61,58,17,986,214,0,0,889,1262,216,17,1245,2126,-,108989,132292,135541,131417,683,42,641,-,136298,131440,773,0,153,59,17,74,34,1154,0,1188,169,1019,17,1262,202,0,0,17,0,0,1043,100,58,0,0,58,0,1154,143,73,1002,Urban Center,CD,UCUV,604,245,1059,696,363,3199111.71923828,7650.51961678218
203,530330074061,19.97575194,0,7406,1,7406.1,Block Group 1,74.06,3,414,First Hill/Capitol Hill,5Y23,1476,0,0,36,28.7,846,630,729,16,26,311,0,0,239,155,747,1062,201,861,673,12,863,1237,429,201,316,501,30,574,158,11,14,21,1109,32,0,741,336,33,357,574,112,19,0,0,1476,163,1476,57,1476,362,0,0,0,0,0,0,112,950,478,94,23,1124,1476,395,186,1290,1911,2125,78663,72181,-,96250,441,135,306,164044,68512,57672,1048,51,130,38,40,0,36,1440,0,1476,110,1366,59,1476,42,32,34,12,54,67,1235,201,0,0,0,0,0,1375,44,32,1272,Urban Center,CD,UCUV,481,310,1394,764,630,870114.780212402,5114.48384624438
204,530330075022,23.284493,0,7502,2,7502.2,Block Group 2,75.02,3,414,First Hill/Capitol Hill,5Y23,884,0,0,0,31.5,432,452,465,76,0,224,27,0,50,42,419,815,0,815,746,0,620,800,176,104,179,357,121,289,101,46,67,0,862,64,24,512,262,0,169,480,166,0,0,0,884,22,884,0,884,172,27,27,0,0,0,27,114,701,268,114,76,767,884,0,153,731,1710,-,103064,91855,137824,91270,391,0,391,-,91855,104375,610,38,98,0,54,0,0,884,0,884,84,800,0,884,117,0,0,53,0,0,714,0,0,0,0,0,0,884,117,60,800,Urban Center,CD,UCUV,349,232,800,375,425,1014229.36325073,4406.84740881338
